tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
864408,325297,True,Fri Oct 20 16:22:10 +0000 2017,The fact that turning off the WiFi from the control center doesn’t really turn the shit off is just ridiculous. Wtf @115858,864407,
866253,AppleSupport,False,Fri Oct 20 17:49:00 +0000 2017,@325688 Let’s get the Music app working right so you can get back to your tunes. Does this continue if you restart your device?,866254,866255
866254,325688,True,Fri Oct 20 19:24:28 +0000 2017,@AppleSupport Yes. Also tried logging off and on Apple Music,866256,866253
866256,AppleSupport,False,Fri Oct 20 20:32:00 +0000 2017,"@325688 Have you been able to remove the app and re-install like so: https://t.co/fsBJsLJWMK If no, let's do so, please",,866254
866255,325688,True,Fri Oct 20 16:47:18 +0000 2017,@AppleSupport @115858 @115948 So????,866253,866257
866257,325688,True,Fri Oct 20 16:24:57 +0000 2017,Hey @AppleSupport @115858 @115948  why is my music app not working on iOS 11.0.3 ? https://t.co/rC7eEB39NW,866255,
868215,AppleSupport,False,Fri Oct 13 15:21:01 +0000 2017,"@326145 We recently released iOS 11.0.3, and the next best step is to update your iPhone to see if that helps: https://t.co/ahjigcvFRG",868216,868217
868216,326145,True,Sun Oct 15 16:20:59 +0000 2017,"@AppleSupport Okay ,I’ll try.",868218,868215
868218,AppleSupport,False,Sun Oct 15 17:05:34 +0000 2017,@326145 Keep us updated via DM if you still need help. https://t.co/GDrqU22YpT,868219,868216
868219,326145,True,Sat Oct 21 07:08:49 +0000 2017,"@AppleSupport I’m waiting for iOS11.1, I’d like to see the battery problem will be solved as well.",,868218
868217,326145,True,Fri Oct 13 14:02:56 +0000 2017,"@AppleSupport Yeah，it worked,but the other problem is my #iPhone7 sometimes had crash and then restart automatically in #iOS 11.0.2.Why is like that?",868215,868220
868220,AppleSupport,False,Thu Oct 12 15:28:00 +0000 2017,"@326145 Since noticing this, have you had a chance to restart your device? It may seem like a simple step, but can resolve many issues.",868217,868221
868221,326145,True,Thu Oct 12 14:25:37 +0000 2017,The notification bar turns like this with #iOS11 @AppleSupport @115858 .......... https://t.co/HOdwLuirKl,868220,
871268,AppleSupport,False,Fri Oct 20 20:18:32 +0000 2017,"@326850 We can help. If you are trying to clear space on your Mac for an update, you can use these steps: https://t.co/jk6wp9C6Uo",,871269
871269,326850,True,Fri Oct 20 19:11:55 +0000 2017,@AppleSupport MacBook air,871268,871270
871270,AppleSupport,False,Fri Oct 20 18:55:06 +0000 2017,@326850 Are you updating your iTunes on a Mac or PC?,871269,871271
871271,326850,True,Fri Oct 20 17:59:43 +0000 2017,@AppleSupport what can I do to get more space for iTunes update,"871272,871270",
873949,AppleSupport,False,Fri Oct 20 20:48:00 +0000 2017,@327480 Let's look in to this together and get it figured out. What type of iPhone do you have and which version of the iOS is on it?,873950,873951
873950,327480,True,Sat Oct 21 03:50:03 +0000 2017,@AppleSupport Its iphone 6 on ios 11,873952,873949
873952,AppleSupport,False,Sat Oct 21 14:50:25 +0000 2017,"@327480 Thank you. Let's follow the steps outlined here: https://t.co/Qaox333D7T If the issue persist, please DM us. https://t.co/GDrqU22YpT",,873950
873951,327480,True,Fri Oct 20 19:50:48 +0000 2017,@AppleSupport 9/10 Thats the count touch id fails to recognise my 2 times registar thumb on my month old iPhone you should replace this,873949,
874820,AppleSupport,False,Fri Oct 13 16:00:45 +0000 2017,@327697 You're welcome. Go ahead and send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT,,874821
874821,327697,True,Fri Oct 13 15:28:26 +0000 2017,@AppleSupport Thanks! I just updated to 11.0.3.,874820,874822
874822,AppleSupport,False,Fri Oct 13 13:23:36 +0000 2017,@327697 We'd like to see what we can do to help. Are you running iOS 11.0.3? We released it just the other day.,874821,874823
874823,327697,True,Fri Oct 13 06:48:54 +0000 2017,@115858 Why is my iPhone battery draining so rapidly after the update?,874822,
874907,AppleSupport,False,Fri Oct 20 21:11:25 +0000 2017,@327716 Thank you for the info. This isn't from us. Please follow the guidance here for where to forward: https://t.co/sayPykspsk,,874908
874908,327716,True,Fri Oct 20 20:03:19 +0000 2017,@AppleSupport please make this stop. IT ISN'T ME! https://t.co/2YPL7EIPhm,874907,
875088,AppleSupport,False,Fri Oct 20 18:29:00 +0000 2017,@327759 We're here for you and would like to look into this further. Meet us in DM and we'll go from there. https://t.co/GDrqU22YpT,,875089
875089,327759,True,Fri Oct 20 17:33:58 +0000 2017,@115858 how do you expect me to update my phone if it crashes since it's not updated? I cant express to you in 1 tweet how disappointed I am,875088,
877710,AppleSupport,False,Fri Oct 20 18:56:36 +0000 2017,@328357 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT,,877711
877711,328357,True,Fri Oct 20 17:58:46 +0000 2017,@AppleSupport Just happened again- I was switching away from mail using hot corners. I also have an external display. Maybe its hot corners? Also pls DM,877710,877712
877712,AppleSupport,False,Wed Oct 18 23:53:27 +0000 2017,"@328357 Since updating macOS, have you updated your applications as well? If not, we recommend doing so and keeping us posted.",877711,877713
877713,328357,True,Wed Oct 18 23:27:32 +0000 2017,"@AppleSupport I haven't tried but I doubt it. It's happened ~3 times since the update weeks ago, so startup is working fine. Its something else",877712,877714
877714,AppleSupport,False,Wed Oct 18 22:14:33 +0000 2017,@328357 Does the same behavior occur when the computer is placed into safe mode? https://t.co/PQ4LSYhUTY,877713,877715
877715,328357,True,Wed Oct 18 21:51:52 +0000 2017,@AppleSupport Seems kinda random but may have been Photoshop.. certainly apps from Slack to Axure have really struggled w the update,877714,877716
877716,AppleSupport,False,Wed Oct 18 21:45:00 +0000 2017,@328357 Is this happening completely at random or do you notice it more when using specific applications?,877715,877717
877717,328357,True,Wed Oct 18 21:31:32 +0000 2017,@AppleSupport Ok for starters my macbook pro display has frozen multiple times with no ability to do anything except a hard restart,877716,877718
877718,AppleSupport,False,Wed Oct 18 21:14:42 +0000 2017,@328357 We're here to help you. Let us know what you're encountering and we can go from there together.,877717,877719
877719,328357,True,Wed Oct 18 21:01:05 +0000 2017,man am I regretting updating to #HighSierra .. tons of major issues. @AppleSupport @115858 ya'll are really slipping with QA,877718,
879348,AppleSupport,False,Fri Oct 13 16:31:30 +0000 2017,@328758 We'd be happy to help! Do you get an error message of some kind when you try to do any of those things?,"879349,879350",879351
879349,328759,True,Fri Oct 13 16:31:51 +0000 2017,@AppleSupport @328758 I know y’all ignoring me,,879348
879350,328758,True,Fri Oct 13 16:48:51 +0000 2017,@AppleSupport I’m actually speaking now with a representative. Thank you!,,879348
879351,328758,True,Fri Oct 13 16:02:04 +0000 2017,"@AppleSupport Can I get some help? I cannot seem to sign in to Apple Music, nor can I download any updates for apps, or any apps either.",879348,
880865,AppleSupport,False,Mon Oct 09 23:58:00 +0000 2017,@203047 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,880866,880867
880866,203047,True,Tue Oct 10 00:18:26 +0000 2017,@AppleSupport EU VO LIGA NA SUA MAE SEU FILHO DA PUTA,,880865
880867,203047,True,Mon Oct 09 23:44:54 +0000 2017,"MEU IPHONE TA TORTO, FICA COM TELA PRETA DO NADA E SÓ VOTLA QUANDO QUER VAI TOMAR NO CU MANO @AppleSupport","880865,880868",
881158,AppleSupport,False,Fri Oct 20 19:41:36 +0000 2017,"@329229 Let us help with your iPhone. DM us back, we'll move forward from there. https://t.co/GDrqU22YpT",,881159
881159,329229,True,Fri Oct 20 18:30:34 +0000 2017,I did not pay all this money for my phone to be fucking up over an update I never wanted 🗣🗣🗣🗣 I hate @115858 😤 I’m so pissed,881158,
882589,AppleSupport,False,Fri Oct 20 19:52:00 +0000 2017,@329575 Let's help get you into the right hands. Please reach out to us via: https://t.co/8yjRd1Xo0i and we can go from there.,882590,882591
882590,329575,True,Thu Oct 26 12:30:00 +0000 2017,"@AppleSupport Where can I contact someone through email about this issue? I’m back in The Netherlands now, bought my watch in an USA store",882592,882589
882592,AppleSupport,False,Thu Oct 26 14:35:32 +0000 2017,@329575 Thanks for letting us know. Please meet us in DM so we can take a closer look at this with you. https://t.co/GDrqU22YpT,,882590
882591,329575,True,Fri Oct 20 18:33:51 +0000 2017,@AppleSupport hi! I just purchased an apple watch in one of the stores but my online receipt didn't come through. What to do?,882589,
885669,AppleSupport,False,Fri Oct 13 17:28:27 +0000 2017,"@330305 When you go to the Apple menu (), choose About This Mac, what does the macOS version display?",885670,885671
885670,330305,True,Fri Oct 13 18:07:42 +0000 2017,@AppleSupport High Sierra 10.13,885672,885669
885672,AppleSupport,False,Fri Oct 13 18:31:00 +0000 2017,@330305 Are you seeing any error messages or pop-up messages when downloading the update?,885673,885670
885673,330305,True,Fri Oct 13 19:51:42 +0000 2017,@AppleSupport No it finishes the installation and restarts just fine but keeps displaying the same update available all the time.,885674,885672
885674,AppleSupport,False,Fri Oct 13 19:57:22 +0000 2017,@330305  Let's see if the update appears in safe mode.  This is how boot into safe mode: https://t.co/PQ4LSYhUTY,885675,885673
885675,330305,True,Fri Oct 13 20:21:17 +0000 2017,@AppleSupport Yes it does. Should I update it?,885676,885674
885676,AppleSupport,False,Fri Oct 13 20:26:00 +0000 2017,"@330305 No, let's continue the conversation in DM.  You can re-start to get out of Safe Mode. https://t.co/GDrqU22YpT",,885675
885671,330305,True,Fri Oct 13 16:48:15 +0000 2017,@AppleSupport It’s late 2013. It downlods and installs the update. Then mac restarts. When I check for updates same update appears. It loops like this.,885669,885677
885677,AppleSupport,False,Fri Oct 13 15:25:00 +0000 2017,"@330305 We'd like to look into this with you. When you go to the App Store and select the update, what happens? What's your Mac model?",885671,885678
885678,330305,True,Fri Oct 13 14:23:50 +0000 2017,"@AppleSupport I install the macOS High Sierra Supplemental Update but when I restart my mac, it keeps showing me the same update available.",885677,
889098,AppleSupport,False,Sat Nov 25 16:15:00 +0000 2017,"@331083 To troubleshoot, we'll need to have one of the devices you were having trouble connecting to available. Let us know what kind of device that is and we'll go from there.",889099,889100
889099,331083,True,Sat Nov 25 16:23:54 +0000 2017,@AppleSupport iPhone 6s to Sony MDR-ZX770BN Headphones for example.,889101,889098
889101,AppleSupport,False,Sat Nov 25 16:37:00 +0000 2017,"@331083 So we can dig into this in more details, let's connect over in Direct Message. Walk us through the steps you take to try and connect the two so we know what you're seeing. https://t.co/GDrqU22YpT",,889099
889100,331083,True,Sat Nov 25 16:06:59 +0000 2017,@AppleSupport Yes. It’s running 11.1.2,889098,889102
889102,AppleSupport,False,Sat Nov 25 15:42:01 +0000 2017,"@331083 So just to clarify, both your iPad and iPhone are not detecting that Bluetooth connections are available with multiple other devices?","889100,889103",889104
889104,331083,True,Sat Nov 25 15:18:19 +0000 2017,"@AppleSupport Pretty much all devices. Speakers, headphones, car. My iPad or iPhone won’t pick up the Bluetooth.",889102,889105
889105,AppleSupport,False,Sat Nov 25 15:03:41 +0000 2017,@331083 We'd like to look into the issues you're having with Bluetooth on your devices. Which devices are you using this with? What exactly are you seeing happen with that connection?,889104,889106
889106,331083,True,Sat Nov 25 14:05:59 +0000 2017,@AppleSupport Hi Apple. Why is your Bluetooth connection so terrible?,889105,
889514,AppleSupport,False,Fri Oct 20 23:37:29 +0000 2017,@331178 DM us using the link below. We'll look into this with you from there. https://t.co/GDrqU22YpT,,889515
889515,331178,True,Fri Oct 20 22:07:15 +0000 2017,@AppleSupport Can I use Ethernet on my MacBook Pro with Touch Bar 2016 Ethernet 1000/1000 with USB-C? In the settings there is only 10/100.,889514,
891630,AppleSupport,False,Sat Oct 21 00:05:00 +0000 2017,@331725 We can help with your battery. Tell us in DM how frequently you charge the device. https://t.co/GDrqU22YpT,891631,891632
891631,331725,True,Sat Oct 21 15:18:45 +0000 2017,@AppleSupport @applesupport haven’t heard back.,,891630
891632,331725,True,Fri Oct 20 22:40:09 +0000 2017,@AppleSupport Fix IOS 11! Update! My battery lasts like 2 mins and it’s a new iPhone 8plus Or let me go back to iOS 10. Unbelievable.,891630,
894331,AppleSupport,False,Fri Oct 20 21:35:00 +0000 2017,@326850 You're welcome.,,871272
871272,326850,True,Fri Oct 20 20:29:57 +0000 2017,@AppleSupport Thank you got it :),894331,871271
898233,AppleSupport,False,Sat Oct 21 03:44:53 +0000 2017,@333304 We can help. Which iPhone and version of iOS are you using? Can you please reply in DM? https://t.co/GDrqU22YpT,,898234
898234,333304,True,Sat Oct 21 02:00:17 +0000 2017,I'm trying to figure out how my phone on DND but I'm still being disturbed @115858,898233,
898634,AppleSupport,False,Tue Nov 07 23:57:53 +0000 2017,"@333383 Great job going through those steps. This time, let's sign out of your iTunes account and try signing back in.",898633,898635
898635,333383,True,Tue Nov 07 23:17:08 +0000 2017,"@AppleSupport I’ve restarted my phone, that’s it",898634,898636
898636,AppleSupport,False,Tue Nov 07 22:52:30 +0000 2017,@333383 Thank you. Can you tell us anything you've tried so far to fix this? Any restarts or resets?,"898637,898635",898638
898638,333383,True,Tue Nov 07 21:49:37 +0000 2017,"@AppleSupport I’ve tried both, cellular data and WiFi and it’s the latest update",898636,898639
898639,AppleSupport,False,Tue Nov 07 21:47:30 +0000 2017,"@333383 Got it, when you purchase a song and try to download it, are you using Wi-Fi or cellular data? What iOS version are you using? https://t.co/GDrqU22YpT",898638,898640
898640,333383,True,Tue Nov 07 20:49:32 +0000 2017,"@AppleSupport Like, the loading circle will just go in circles and never start the download.",898639,898641
898641,333383,True,Tue Nov 07 20:49:03 +0000 2017,"@AppleSupport Hi! It’s my iPhone 7, and every time I purchase a song it’ll never say it’s downloading &amp; then a box will pop up to “retry downloading.”",898640,898642
898642,AppleSupport,False,Tue Nov 07 20:36:26 +0000 2017,@333383 We're happy to help you out today. What's happening with your iTunes and on which device?,898641,898643
898643,333383,True,Tue Nov 07 18:47:58 +0000 2017,Does anyone know what’s going on with iTunes?! @AppleSupport @115948 @115858,898642,
900428,AppleSupport,False,Sat Oct 21 04:30:00 +0000 2017,@333752 We want you to be able to enjoy your iPhone. Please meet us in DM. https://t.co/GDrqU22YpT,,900429
900429,333752,True,Sat Oct 21 03:09:29 +0000 2017,@AppleSupport my iPhone 8 Plus suddenly restart and sone times shutdown please rectify,900428,
904676,AppleSupport,False,Sat Oct 21 01:13:53 +0000 2017,@334783 Let us look into what is going on with your iPhone. DM us the details here: https://t.co/GDrqU22YpT,,904677
904677,334783,True,Fri Oct 20 23:29:50 +0000 2017,Who can I contact about my outrage of what iOS 11 is doing to my phone? @115858 @169919 @40033 @176225 help,904676,
905225,AppleSupport,False,Sat Oct 21 01:23:00 +0000 2017,@334900 We'd be happy to look into this. Please DM us. https://t.co/GDrqU22YpT,,905226
905226,334900,True,Fri Oct 20 23:40:13 +0000 2017,My iPhone 📱 7 has basically been unusable since the update #superweak @115858,905225,
905944,AppleSupport,False,Sat Oct 21 01:35:28 +0000 2017,@335079 We'd like to help. Shoot us a DM of the country or region you're located in. https://t.co/GDrqU22YpT,,905945
905945,335079,True,Fri Oct 20 23:40:25 +0000 2017,"@applesupport 11.0.3 upgrade, and my 6S screen won’t activate when I get a call. Missed 3 calls today. Thanks, Apple.",905944,
907009,AppleSupport,False,Sun Sep 24 00:14:26 +0000 2017,@335363 We'd like to review this for you. Please DM us with more details and we'll go from there. https://t.co/GDrqU22YpT,907010,372912
907010,335363,True,Sat Oct 21 01:54:06 +0000 2017,@AppleSupport I was mad with Apple but they fixed everything! Thanx and sorry if I was an ass!,,907009
372912,335363,True,Sat Sep 23 23:09:54 +0000 2017,@AppleSupport Apple you are a bunch scam artist ! I just lost 820$ you took from me!,907009,372908
909795,AppleSupport,False,Tue Oct 10 15:43:48 +0000 2017,@336095 We'd like to look into this. Please click here to join us in DM: https://t.co/GDrqU22YpT,,909796
909796,336095,True,Tue Oct 10 14:01:38 +0000 2017,@AppleSupport can you fix the way IOS 11 displays Excel files through the Mail app on iPhone? It distorts the formatting.,909795,
921370,AppleSupport,False,Tue Oct 10 19:52:40 +0000 2017,@338723 We'd like to look into this with you. Would you DM us and we can continue to look into this from there? https://t.co/GDrqU22YpT,,921371
921371,338723,True,Tue Oct 10 18:57:45 +0000 2017,i’m sick of my phone freezing 😡 its only 5 months old. @AppleSupport,921370,
922790,AppleSupport,False,Tue Oct 10 20:28:00 +0000 2017,"@284426 Let's look into this together!  To do that, let us know if this helps: https://t.co/EqJrZrFL9k",,922791
922791,284426,True,Tue Oct 10 19:34:13 +0000 2017,Why can’t my phone hold a charge? @115858,922790,
922796,AppleSupport,False,Tue Oct 10 20:25:40 +0000 2017,"@339056 Thanks for reaching out! If it's misbehaving, then we'd want to unpair and pair it to test: https://t.co/09tmX2l5D3",,922797
922797,339056,True,Tue Oct 10 19:33:36 +0000 2017,@AppleSupport had my Apple Watch series 3 since Thursday. Reboots itself a minimum of once a day. What’s going on!?!,922796,
928037,AppleSupport,False,Fri Oct 13 22:10:35 +0000 2017,@340195 You're welcome to reach out to our phone support and all of our support numbers can be found at https://t.co/1OxnSOXiWG,,928038
928038,340195,True,Fri Oct 13 22:00:32 +0000 2017,@AppleSupport is there real people to sort out problems or do I have to spend all day typing DMs #iOS11,928037,
928771,AppleSupport,False,Tue Oct 10 22:33:29 +0000 2017,@340370 We're happy to look into this with you. Explain to us how you're trying to sync your photos. Do you have a Mac or PC?,928772,928773
928772,340370,True,Tue Oct 10 22:37:56 +0000 2017,@AppleSupport iMac mid2011. usb to lighting.  This all worked great until iOS 11 upgrade. Running 11.02 on iPad Pro. iMac on 10.13 iTunes 12.07.0.168,928774,928771
928774,AppleSupport,False,Tue Oct 10 23:17:32 +0000 2017,@340370 Are you getting any error messages when trying to sync the photos via iTunes? Let's dig into this further over DM: https://t.co/GDrqU22YpT,,928772
928773,340370,True,Tue Oct 10 21:47:07 +0000 2017,@AppleSupport IOS 11.02 all selected albums in photos are not syncing to iPad Pro 9.7 using iTunes 12. it must be a bug. Please fix,928771,
930037,AppleSupport,False,Sun Oct 08 12:24:31 +0000 2017,@340660 We can certainly take a look at your MacBook Pro to see what's going on. Send us a DM with more details so we can get started. https://t.co/GDrqU22YpT,,930038
930038,340660,True,Sun Oct 08 07:31:20 +0000 2017,"@115858 MBPro'14 broke down, 4th time in 10m. I'd upgrade now if only I could get same ports&amp;megsafe. But cant u just fix it properly? #FFS 😫",930037,
937444,AppleSupport,False,Sat Oct 21 18:26:29 +0000 2017,"@342222 We're happy to help out with your playlists. When you attempt to sync are you getting an error? Also, which iPod model is this?",937445,937446
937445,342222,True,Sat Oct 21 18:29:07 +0000 2017,@AppleSupport I sorted it but thanks!,937447,937444
937447,AppleSupport,False,Sat Oct 21 20:32:00 +0000 2017,@342222 No problem. Feel free to reach out to us anytime. We're always here to help.,,937445
937446,342222,True,Sat Oct 21 14:07:02 +0000 2017,@AppleSupport my playlists have disappeared off my iPod and won’t resync from iTunes??,937444,
937471,AppleSupport,False,Sat Oct 21 18:26:00 +0000 2017,"@342228 We'd like to help with your FaceTime calls. First, have you tried restarting your iPhone yet? This can help with resolving issues.",937472,937473
937472,342228,True,Sat Oct 21 18:27:21 +0000 2017,"@AppleSupport Yes, but it has not resolved the issue",937474,937471
937474,AppleSupport,False,Sat Oct 21 20:31:01 +0000 2017,"@342228 Thanks for checking that for us. Next, we'd like to have you meet up with us in DM to take a closer look. https://t.co/GDrqU22YpT",,937472
937473,342228,True,Sat Oct 21 13:35:20 +0000 2017,"@AppleSupport So after updating my iPhone 6s, every time I’m on a FaceTime call, it wont let me hang up. What is wrong with my phone?!",937471,
937714,AppleSupport,False,Fri Oct 13 23:25:00 +0000 2017,@342282 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,,937715
937715,342282,True,Fri Oct 13 23:06:22 +0000 2017,Is anyone else’s messages not working @115858,937714,
939085,AppleSupport,False,Sat Nov 25 16:54:30 +0000 2017,"@342617 We're here to help. Could you tell us which device you're using, the software version it's running, &amp; some more details on what is happening?",939086,939087
939086,342617,True,Sat Nov 25 16:55:44 +0000 2017,"@AppleSupport MacBook Air updated to Sierra, hasn’t been able to connect to the internet since. Never updating your products again though. They always do this every other device is connected no problem",939088,939085
939088,AppleSupport,False,Sat Nov 25 17:04:00 +0000 2017,@342617 Thanks for those details. Let's try following the steps in this article to see if we can get this Mac back online: https://t.co/Xr6X7hWecc DM us if you still have issues. https://t.co/GDrqU22YpT,939089,939086
939089,342617,True,Sat Nov 25 17:59:48 +0000 2017,@AppleSupport I read that and tried all of it half a dozen times before tweeting. It doesn’t solve the issue unfortunately,939090,939088
939090,AppleSupport,False,Sat Nov 25 18:08:49 +0000 2017,@342617 Does this also happen when in safe mode or when using another account?,939091,939089
939091,342617,True,Sat Nov 25 18:14:10 +0000 2017,@AppleSupport I tried it as a guest and it automatically connected no problem? But it still won’t connect under mine,939092,939090
939092,AppleSupport,False,Sat Nov 25 18:28:31 +0000 2017,@342617 We want to gather more information. Here's a link to DM us. https://t.co/GDrqU22YpT,,939091
939087,342617,True,Sat Nov 25 16:50:11 +0000 2017,How come anytime you update any @115858 product it stops working? #annoying,939085,
939755,AppleSupport,False,Sat Oct 21 15:20:26 +0000 2017,@342775 Hi. We'd like to help with the issues you're having. DM us and tell us which device you're using. https://t.co/GDrqU22YpT,939756,939757
939756,342775,True,Mon Nov 06 01:01:47 +0000 2017,@AppleSupport iPhone 6 https://t.co/dsJbqdXlF7,939758,939755
939758,AppleSupport,False,Mon Nov 06 02:35:31 +0000 2017,@342775 Glad to help. Have you been able to update to iOS 11.1? Let's continue in DM. https://t.co/GDrqU22YpT,,939756
939757,342775,True,Sat Oct 21 04:27:05 +0000 2017,@AppleSupport what’s with this battery power after #11.0.3update Maybe time for a #samsung,939755,
940957,AppleSupport,False,Fri Oct 13 23:51:32 +0000 2017,@343066 Let's work together to investigate. Is this the first time you've heard this? Was it accompanied by a visual notification?,940958,940959
940958,343066,True,Sat Oct 14 00:09:37 +0000 2017,@AppleSupport Yeah and no it wasn’t but I locked my phone and it went away but it was literally like a fire alarm sound like a warning,940960,940957
940960,AppleSupport,False,Sat Oct 14 00:41:00 +0000 2017,@343066 Have you recently installed any new apps that display options in Settings &gt; Notifications?,940961,940958
940961,343066,True,Sat Oct 14 00:43:42 +0000 2017,@AppleSupport Nope,940962,940960
940962,343066,True,Sat Oct 14 00:43:57 +0000 2017,@AppleSupport I hope I’m not hacked 😂,940963,940961
940963,AppleSupport,False,Sat Oct 14 01:07:54 +0000 2017,"@343066 No worries, we'll get to the bottom of it together. Let's work together in DM where we can investigate in further detail. https://t.co/GDrqU22YpT",,940962
940959,343066,True,Fri Oct 13 23:14:40 +0000 2017,Why the fuck did my phone just make an alarm beeping sound @AppleSupport,940957,
943584,AppleSupport,False,Sat Oct 21 16:34:28 +0000 2017,@343719 Thanks for bringing this to our attention. DM us which app you're using. We'll take it from there: https://t.co/GDrqU22YpT,,943585
943585,343719,True,Sat Oct 21 07:55:31 +0000 2017,"@AppleSupport Ever since updating to 10.3.3 in August, the video streaming app for my son’s video app for the show does not play videos.
The publisher says it’s an iOS issue and only affects iPhone 6+, iPhone 7+, and iPad Air 2.
What’s the deal? Even 11.0.3 has yet to fix it.",943584,
944951,AppleSupport,False,Sat Oct 21 17:02:31 +0000 2017,@232850 We'd be happy to look into this with you. DM us and we'll go from there. https://t.co/GDrqU22YpT,,944952
944952,232850,True,Sat Oct 21 08:42:55 +0000 2017,@AppleSupport have wiped drive and looking to reinstall OS. Keep getting this error. Can you help? https://t.co/qdSS6LS0Dg,944951,
947765,AppleSupport,False,Sat Oct 21 19:41:32 +0000 2017,@344760 We'd like to look into this with you. Are you an Apple Music subscriber? Is the music in your iTunes music library?,,947766
947766,344760,True,Sat Oct 21 17:11:51 +0000 2017,Update my phone &amp; all the songs in music player got deleted automatically @115858 #iphone #softwareupdate,947765,
950992,AppleSupport,False,Sat Oct 21 20:00:00 +0000 2017,"@345580 Sure thing! These should be in the ""Today"" tab. Check out https://t.co/oWUHlNlygh for more info on the new App Store.",,950993
950993,345580,True,Sat Oct 21 17:32:22 +0000 2017,Hey @AppleSupport where can I find the free app of the week on the new App Store in iOS 11?,"950992,950994",
951921,AppleSupport,False,Sat Oct 21 20:19:27 +0000 2017,@345824 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,,951922
951922,345824,True,Sat Oct 21 17:26:44 +0000 2017,Hm. WIFI is off. My battery is certainly not at 100% and it ain’t near 09:41... what is going on @AppleSupport? https://t.co/7EdkcpJV5x,"951923,951921",
959333,AppleSupport,False,Sun Oct 22 01:55:54 +0000 2017,@347606 We can help. Are you signed in to your device with the same Apple ID that was used to sign up for Apple Music?,959334,959335
959334,347606,True,Sun Oct 22 04:48:02 +0000 2017,@AppleSupport Thanks and yea.,959336,959333
959336,AppleSupport,False,Sun Oct 22 13:15:35 +0000 2017,@347606 Can you confirm that your subscription is still valid and not expired?,959337,959334
959337,347606,True,Sun Oct 22 23:00:17 +0000 2017,"@AppleSupport Here's my last sub fee. Maybe it expired? My first sub fee was June,11 2016 https://t.co/3gvAcKw9iq",959338,959336
959338,AppleSupport,False,Sun Oct 22 23:40:30 +0000 2017,"@347606 We'd like to take a look into your account with you. For security reasons, reach out to us here: https://t.co/SDIe7UiyJN",,959337
959335,347606,True,Sat Oct 21 23:35:11 +0000 2017,"@AppleSupport I joined apple music a while ago but its been asking me to sub again. Should I rejoin?Signed in/out, reset phone but no change",959333,
959339,AppleSupport,False,Sun Oct 22 01:54:38 +0000 2017,@347607 Tell us about how your iPhone got to this screen and we'll be happy to look in it.,,959340
959340,347607,True,Sat Oct 21 23:39:06 +0000 2017,You @115858 what part of the game is this?!? My phone didn’t start doing this until the latest major update! https://t.co/0yBhix5Kel,959339,
964047,AppleSupport,False,Wed Oct 11 15:29:45 +0000 2017,"@348822 To help you get the best support, we suggest that you contact Apple Developer Support here: https://t.co/MN29maiV1D",,964048
964048,348822,True,Wed Oct 11 13:42:19 +0000 2017,"@33289 TestFlight not loading in ITunesConnect. So damn frustrating, @115858 PLEASE apply more resources here, ITC is a nightmare.",964047,
755776,AppleSupport,False,Wed Oct 11 15:56:45 +0000 2017,@300644 We can help with Airdrop.  Have both devices been restarted since the issue started? https://t.co/GDrqU22YpT,,755775
966333,AppleSupport,False,Sat Oct 21 23:52:00 +0000 2017,@276185 We're here to help. You can view more info about using account recovery to regain account access here: https://t.co/SnE0Z3ADUS,,966334
966334,276185,True,Sat Oct 21 22:03:38 +0000 2017,@AppleSupport y is it so difficult to recover mypassword to login into my acct?? 3 days??? Any# i can call??,966333,
971697,AppleSupport,False,Wed Oct 11 17:54:00 +0000 2017,@350511 Thanks for reaching out to us. Which model iPhone are you using? Are you updated to the latest version of iOS 11.0.2?,971698,971699
971698,350511,True,Wed Oct 11 17:55:16 +0000 2017,@AppleSupport iPhone 7 and yes I am,971700,971697
971700,AppleSupport,False,Wed Oct 11 18:29:01 +0000 2017,"@350511 We know how important your iPhone is to you; we'll do all we can to help. To continue, please connect with us in DM: https://t.co/GDrqU22YpT",,971698
971699,350511,True,Wed Oct 11 17:08:14 +0000 2017,"Hey @115858, wanna fix iOS 11? My phone keeps freezing because of it 🙄🙄🙄",971697,
978343,AppleSupport,False,Wed Oct 11 19:59:00 +0000 2017,@352035 We'd love to help. Which device and software version are you using? DM the answer below. https://t.co/GDrqU22YpT,,978344
978344,352035,True,Wed Oct 11 19:36:13 +0000 2017,@AppleSupport explain https://t.co/jus0KdUTdz,978343,
983331,AppleSupport,False,Wed Oct 11 21:18:31 +0000 2017,"@353123 
 We want to help.  Send us a DM letting us know if you are updated to iOS 11.0.3",,983332
983332,353123,True,Wed Oct 11 21:08:48 +0000 2017,@AppleSupport #ios11 Spotify &amp; lockscreen problems 😡 muted calls 😡,983331,
990331,AppleSupport,False,Thu Oct 12 00:11:43 +0000 2017,@354584 We'd like to work with you. DM us the iOS version you're using to get started. https://t.co/GDrqU22YpT,,990332
